Élément statistique;1er niveau de détail;Temps;Unité de mesure;Valeur numérique;Note
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);juin-18;M$ enchaînés de 2012;1987.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);juil-18;M$ enchaînés de 2012;2033.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);août-18;M$ enchaînés de 2012;2076.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);sept-18;M$ enchaînés de 2012;1954.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);oct-18;M$ enchaînés de 2012;2033.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);nov-18;M$ enchaînés de 2012;1939.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);déc-18;M$ enchaînés de 2012;1895.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);janv-19;M$ enchaînés de 2012;1986.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);févr-19;M$ enchaînés de 2012;1927.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);mars-19;M$ enchaînés de 2012;1982.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);avr-19;M$ enchaînés de 2012;1958.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);mai-19;M$ enchaînés de 2012;1947.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);juin-19;M$ enchaînés de 2012;2147.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);juil-19;M$ enchaînés de 2012;2007.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);août-19;M$ enchaînés de 2012;2008.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);sept-19;M$ enchaînés de 2012;2049.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);oct-19;M$ enchaînés de 2012;1949.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);nov-19;M$ enchaînés de 2012;2047.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);déc-19;M$ enchaînés de 2012;2041.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);janv-20;M$ enchaînés de 2012;1986.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);févr-20;M$ enchaînés de 2012;2047.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);mars-20;M$ enchaînés de 2012;1275.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);avr-20;M$ enchaînés de 2012;574.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);mai-20;M$ enchaînés de 2012;1149.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);juin-20;M$ enchaînés de 2012;1715.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);juil-20;M$ enchaînés de 2012;1738.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);août-20;M$ enchaînés de 2012;1783.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);sept-20;M$ enchaînés de 2012;1835.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);oct-20;M$ enchaînés de 2012;1823.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);nov-20;M$ enchaînés de 2012;1923.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);déc-20;M$ enchaînés de 2012;1682.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);janv-21;M$ enchaînés de 2012;1076.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);févr-21;M$ enchaînés de 2012;1947.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);mars-21;M$ enchaînés de 2012;2016.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);avr-21;M$ enchaînés de 2012;1694.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);mai-21;M$ enchaînés de 2012;1914.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);juin-21;M$ enchaînés de 2012;2020.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);juil-21;M$ enchaînés de 2012;2015.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);août-21;M$ enchaînés de 2012;2018.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);sept-21;M$ enchaînés de 2012;2008;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);oct-21;M$ enchaînés de 2012;2018.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins de vêtements et d'accessoires vestimentaires ÉU (448);nov-21;M$ enchaînés de 2012;2095.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);janv-17;M$ enchaînés de 2012;658.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);févr-17;M$ enchaînés de 2012;595.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);mars-17;M$ enchaînés de 2012;641.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);avr-17;M$ enchaînés de 2012;599.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);mai-17;M$ enchaînés de 2012;598.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);juin-17;M$ enchaînés de 2012;556.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);juil-17;M$ enchaînés de 2012;573.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);août-17;M$ enchaînés de 2012;659.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);sept-17;M$ enchaînés de 2012;603.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);oct-17;M$ enchaînés de 2012;565.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);nov-17;M$ enchaînés de 2012;619.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);déc-17;M$ enchaînés de 2012;631.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);janv-18;M$ enchaînés de 2012;698.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);févr-18;M$ enchaînés de 2012;632.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);mars-18;M$ enchaînés de 2012;598.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);avr-18;M$ enchaînés de 2012;590.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);mai-18;M$ enchaînés de 2012;590.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);juin-18;M$ enchaînés de 2012;582.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);juil-18;M$ enchaînés de 2012;589.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);août-18;M$ enchaînés de 2012;619;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);sept-18;M$ enchaînés de 2012;607.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);oct-18;M$ enchaînés de 2012;592.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);nov-18;M$ enchaînés de 2012;659.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);déc-18;M$ enchaînés de 2012;636.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);janv-19;M$ enchaînés de 2012;598.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);févr-19;M$ enchaînés de 2012;603.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);mars-19;M$ enchaînés de 2012;596.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);avr-19;M$ enchaînés de 2012;655.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);mai-19;M$ enchaînés de 2012;573.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);juin-19;M$ enchaînés de 2012;587.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);juil-19;M$ enchaînés de 2012;597.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);août-19;M$ enchaînés de 2012;640.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);sept-19;M$ enchaînés de 2012;624.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);oct-19;M$ enchaînés de 2012;580.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);nov-19;M$ enchaînés de 2012;607.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);déc-19;M$ enchaînés de 2012;585.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);janv-20;M$ enchaînés de 2012;629.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Magasins d'articles de sport. d'articles de passe-temps. d'articles de musique et de livres ÉU (451);févr-20;M$ enchaînés de 2012;628.4;
